FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2021 ORDINANCE (AMOUNT $)
GRANTS,005C,CDBG - CARES ACT,50,DFSS,2983,Homeless Drop-In Centers,135,DELEGATE AGENCIES,195000
GRANTS,005C,CDBG - CARES ACT,50,DFSS,2984,Homeless Outreach,135,DELEGATE AGENCIES,124000
GRANTS,005C,CDBG - CARES ACT,50,DFSS,2985,Homeless Shelter,135,DELEGATE AGENCIES,3377000
GRANTS,005C,CDBG - CARES ACT,50,DFSS,2986,Human Services/Emergency Food,135,DELEGATE AGENCIES,787000
GRANTS,005C,CDBG - CARES ACT,50,DFSS,2987,Workforce Services,135,DELEGATE AGENCIES,2243000
GRANTS,005C,CDBG - CARES ACT,54,DPD,2892,Community Healthcare,140,PROFESSIONAL AND TECHNICAL SERVICES,11000000
GRANTS,006C,COVID-19 CONTACT TRACING,41,CDPH,281S,COVID-19 Contact Tracing,135,DELEGATE AGENCIES,38103151
GRANTS,006C,COVID-19 CONTACT TRACING,41,CDPH,281S,COVID-19 Contact Tracing,140,PROFESSIONAL AND TECHNICAL SERVICES,896849
GRANTS,74,AGING-PRIVATELY FUNDED,50,DFSS,2837,DFSS - Private Grants,140,PROFESSIONAL AND TECHNICAL SERVICES,238000
GRANTS,75,GRANTS MANAGEMENT FUND,5,OBM,2855,GRANTS MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,1104768
GRANTS,75,GRANTS MANAGEMENT FUND,5,OBM,2855,GRANTS MANAGEMENT,15,SCHEDULE SALARY ADJUSTMENTS,7433
GRANTS,75,GRANTS MANAGEMENT FUND,5,OBM,2855,GRANTS MANAGEMENT,39,STUDENT AS TRAINEES,26876
GRANTS,75,GRANTS MANAGEMENT FUND,5,OBM,2855,GRANTS MANAGEMENT,44,FRINGE BENEFITS,501676
GRANTS,75,GRANTS MANAGEMENT FUND,5,OBM,2855,GRANTS MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,382497
GRANTS,75,GRANTS MANAGEMENT FUND,5,OBM,2855,GRANTS MANAGEMENT,166,DUES  SUBSC & MEM,500
GRANTS,75,GRANTS MANAGEMENT FUND,5,OBM,2855,GRANTS MANAGEMENT,190,TELEPHONE - CENTREX BILLINGS,2250
GRANTS,75,GRANTS MANAGEMENT FUND,5,OBM,2855,GRANTS MANAGEMENT,350,STATIONERY AND OFFICE SUPPLIES,5000
GRANTS,75,GRANTS MANAGEMENT FUND,27,DOF,2855,Central Grants Management,5,SALARIES AND WAGES - ON PAYROLL,364415
GRANTS,75,GRANTS MANAGEMENT FUND,27,DOF,2855,Central Grants Management,15,SCHEDULE SALARY ADJUSTMENTS,3430
GRANTS,75,GRANTS MANAGEMENT FUND,27,DOF,2855,Central Grants Management,44,FRINGE BENEFITS,183158
GRANTS,75,GRANTS MANAGEMENT FUND,27,DOF,2855,Central Grants Management,140,PROFESSIONAL AND TECHNICAL SERVICES,651997
GRANTS,008C,CSBG - CARES ACT,50,DFSS,2805,CSBG,135,DELEGATE AGENCIES,7381500
GRANTS,008C,CSBG - CARES ACT,50,DFSS,2805,CSBG,270,LOCAL TRANSPORTATION,4500
GRANTS,008C,CSBG - CARES ACT,50,DFSS,2805,CSBG,340,MATERIAL AND SUPPLIES,214000
GRANTS,009C,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,135,DELEGATE AGENCIES,46000000
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,20,OVERTIME,1805000
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,28000
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,340,MATERIAL AND SUPPLIES,4519000
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,421,MACHINERY AND EQUIPMENT,80000
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,450,VEHICLES,55000
GRANTS,010C,CESF,57,CPD,2996,Edward Byrne Memorial JAG,801,INDIRECT COSTS,299000
GRANTS,012C,AREA PLAN ON AGING - CARES ACT,50,DFSS,2904,AREA PLAN ON AGING,135,DELEGATE AGENCIES,2912138
GRANTS,012C,AREA PLAN ON AGING - CARES ACT,50,DFSS,2904,AREA PLAN ON AGING,140,PROFESSIONAL AND TECHNICAL SERVICES,451880
GRANTS,012C,AREA PLAN ON AGING - CARES ACT,50,DFSS,2904,AREA PLAN ON AGING,801,INDIRECT COSTS,35982
GRANTS,168,WINTER SHELTER HMLS,50,DFSS,2822,SERV TAX FD INVEST INCOME WARM,135,DELEGATE AGENCIES,35000
GRANTS,191,ASSET FORFEITURE - STATE,57,CPD,2817,ASSET FORFEITURE - STATE,140,PROFESSIONAL AND TECHNICAL SERVICES,335000
GRANTS,191,ASSET FORFEITURE - STATE,57,CPD,2817,ASSET FORFEITURE - STATE,157,RENTAL EQUIPMENT AND SERVICES,1291000
GRANTS,020C,EARLY HEAD START EXP - CARES ACT,50,DFSS,2860,HEAD START / EARLY HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,132000
GRANTS,021C,EARLY HEAD START CCP - CARES ACT,50,DFSS,2860,HEAD START / EARLY HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,726000
GRANTS,022C,HEAD START AND EARLY HEAD START - CARES,50,DFSS,2860,HEAD START / EARLY HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,7538000
GRANTS,023C,ASSISTANCE TO FIREFIGHTERS  CARES ACT,59,CFD,2812,ASSISTANCE TO FIREFIGHTERS,340,MATERIAL AND SUPPLIES,739000
GRANTS,024C,CARES ACT AIRPORT GRANTS (MDW),85,CDA,280A,CARES Act Airport Grants (MDW),140,PROFESSIONAL AND TECHNICAL SERVICES,82302000
GRANTS,025C,CARES ACT AIRPORT GRANTS (ORD),85,CDA,280B,CARES Act Airport Grants (ORD),140,PROFESSIONAL AND TECHNICAL SERVICES,294442000
GRANTS,623,AIP-MIDWAY,85,CDA,2805,AIP-MIDWAY,140,PROFESSIONAL AND TECHNICAL SERVICES,277000
GRANTS,623,AIP-MIDWAY,85,CDA,2807,MIDWAY TSA,140,PROFESSIONAL AND TECHNICAL SERVICES,5526000
GRANTS,623,AIP-MIDWAY,85,CDA,2824,Midway - AIP - Noise Program,140,PROFESSIONAL AND TECHNICAL SERVICES,16500000
GRANTS,624,O'HARE AIRPORT,85,CDA,2810,AIP-O'HARE,140,PROFESSIONAL AND TECHNICAL SERVICES,35900000
GRANTS,624,O'HARE AIRPORT,85,CDA,2811,O'HARE TRANS SEC ADM,140,PROFESSIONAL AND TECHNICAL SERVICES,91706000
GRANTS,624,O'HARE AIRPORT,85,CDA,2813,O'HARE - AIP - NOISE PROGRAM,140,PROFESSIONAL AND TECHNICAL SERVICES,3500000
GRANTS,624,O'HARE AIRPORT,85,CDA,2815,TSA EXPLOSIVES DETECT CANINE,140,PROFESSIONAL AND TECHNICAL SERVICES,1263000
GRANTS,624,O'HARE AIRPORT,85,CDA,2825,AIP - Letter of Intent (LOI),140,PROFESSIONAL AND TECHNICAL SERVICES,25000000
GRANTS,657,POLICE,57,CPD,2816,ASSET FORFEITURE - FEDERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,595000
GRANTS,833,MOPD PRIVATE FUNDED,48,MOPD,2819,MOPD - Private Grants,140,PROFESSIONAL AND TECHNICAL SERVICES,213000
GRANTS,833,MOPD PRIVATE FUNDED,48,MOPD,2820,EMPOWERED CITIES,140,PROFESSIONAL AND TECHNICAL SERVICES,200000
GRANTS,0B17,ASSET FORFEITURE - FEDERAL,57,CPD,2816,ASSET FORFEITURE - FEDERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,3704000
GRANTS,0G01,CDOT - PRIVATE GRANTS,84,CDOT,2901,CDOT - Private Grants,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1000000
GRANTS,0H04,FAMILY CONNECTS,41,CDPH,281V,Family Connects,5,SALARIES AND WAGES - ON PAYROLL,332718
GRANTS,0H04,FAMILY CONNECTS,41,CDPH,281V,Family Connects,11,CONTRACT WAGE - SALARY,3430
GRANTS,0H04,FAMILY CONNECTS,41,CDPH,281V,Family Connects,44,FRINGE BENEFITS,155760
GRANTS,0H04,FAMILY CONNECTS,41,CDPH,281V,Family Connects,135,DELEGATE AGENCIES,382092
GRANTS,0H26,RESOURCE CONSERVATION AND RECOVERY ACT D,41,CDPH,2721,RESOURCE CONSERVATION,5,SALARIES AND WAGES - ON PAYROLL,102583
GRANTS,0H26,RESOURCE CONSERVATION AND RECOVERY ACT D,41,CDPH,2721,RESOURCE CONSERVATION,6,SALARY PROVISION,71010
GRANTS,0H26,RESOURCE CONSERVATION AND RECOVERY ACT D,41,CDPH,2721,RESOURCE CONSERVATION,44,FRINGE BENEFITS,48024
GRANTS,0H26,RESOURCE CONSERVATION AND RECOVERY ACT D,41,CDPH,2721,RESOURCE CONSERVATION,140,PROFESSIONAL AND TECHNICAL SERVICES,262383
GRANTS,0H86,SUMMER FOOD PROGRAM,41,CDPH,2984,SUMMER FOOD PROGRAM,140,PROFESSIONAL AND TECHNICAL SERVICES,272000
GRANTS,0H86,SUMMER FOOD PROGRAM,41,CDPH,2984,SUMMER FOOD PROGRAM,340,MATERIAL AND SUPPLIES,60000
GRANTS,0H89,EBOLA PREPAREDNESS AND RESPONSE,41,CDPH,280F,HPP Ebola Preparedness & Resp.,140,PROFESSIONAL AND TECHNICAL SERVICES,531000
GRANTS,0J03,INTEGRATED HIV PROGRAMS,41,CDPH,281U,Integrated HIV Programs,140,PROFESSIONAL AND TECHNICAL SERVICES,2684000
GRANTS,0J32,HOPWA,41,CDPH,2932,HOPWA,140,PROFESSIONAL AND TECHNICAL SERVICES,7125000
GRANTS,0J40,IMMUNIZATIONS AND VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,140,PROFESSIONAL AND TECHNICAL SERVICES,3242000
GRANTS,0J63,CDBG - DISASTER RECOVERY,5,OBM,2880,CDBG - Disaster Recovery,140,PROFESSIONAL AND TECHNICAL SERVICES,189000
GRANTS,0J63,CDBG - DISASTER RECOVERY,88,DWM,2880,CDBG - Disaster Recovery,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,7181000
GRANTS,0J68,ENDING HIV EPIDEMIC:RYAN WHITE HIV/AIDS,41,CDPH,281T,Ending HIV Epidemic - R  White,140,PROFESSIONAL AND TECHNICAL SERVICES,3638000
GRANTS,0J87,CHA HOME MODIFICATION,48,MOPD,2818,CHA HOME MODIFICATION,140,PROFESSIONAL AND TECHNICAL SERVICES,237000
GRANTS,0K31,INITIATED RESEARCH AND EVAL FIREARM VIOL,57,CPD,281G,Research / Eval. Firearm Viol,140,PROFESSIONAL AND TECHNICAL SERVICES,23000
GRANTS,0K32,FORECLOSURE PREVENTION,21,DOH,2832,Foreclosure Prevention Program,135,DELEGATE AGENCIES,566000
GRANTS,0K51,LOW INCOME HOUSING TRUST FUND,21,DOH,2835,Low Income Housing Trust Fund,9103,REHABILITATION LOANS GT,13000000
GRANTS,0K73,HOME PROGRAM,21,DOH,2833,Home Investment Partnership,9103,REHABILITATION LOANS GT,410000
GRANTS,0K80,HOPWA HOUSING AND HEALTH STUDY PROGRAM,41,CDPH,2961,HOPWA HOUSING AND HEALTH STUDY,140,PROFESSIONAL AND TECHNICAL SERVICES,166000
GRANTS,0K89,HOME PROGRAM,21,DOH,2833,Home Investment Partnership,9103,REHABILITATION LOANS GT,638000
GRANTS,0L26,ASSISTANCE GRANTS FOR VICTIMS OF HUMAN T,50,DFSS,2966,Victims Of Human Trafficking,135,DELEGATE AGENCIES,485000
GRANTS,0L26,ASSISTANCE GRANTS FOR VICTIMS OF HUMAN T,50,DFSS,2966,Victims Of Human Trafficking,270,LOCAL TRANSPORTATION,15000
GRANTS,0L29,PREPAREDNESS AND RESPONSE GRANT PROGRAM,58,OEMC,2902,Preparedness and Response,140,PROFESSIONAL AND TECHNICAL SERVICES,500000
GRANTS,0L69,ALBANY PARK FLOOD CONTROL,88,DWM,2809,Albany Park Flood Control,140,PROFESSIONAL AND TECHNICAL SERVICES,1666000
GRANTS,0L98,IDOT TRANSPORTATION FUNDS,84,CDOT,280E,IDOT Transportation Funds,140,PROFESSIONAL AND TECHNICAL SERVICES,28080000
GRANTS,0L98,IDOT TRANSPORTATION FUNDS,84,CDOT,280E,IDOT Transportation Funds,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,150635000
GRANTS,0L99,NATIONAL PRIORITY SAFETY,84,CDOT,280G,National Priority Safety,140,PROFESSIONAL AND TECHNICAL SERVICES,1787000
GRANTS,0M53,ELECTION ASSISTANCE GRANT,39,ELECTIONS,2801,Election Assistance Grant,140,PROFESSIONAL AND TECHNICAL SERVICES,2270000
GRANTS,0M64,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,135,DELEGATE AGENCIES,1288000
GRANTS,0N00,IMPROVING CPD'S RESPONSE TO DV/SA/STALKI,1,MO,2806,Improving Response DV/SA/Stalk,140,PROFESSIONAL AND TECHNICAL SERVICES,626000
GRANTS,0N00,IMPROVING CPD'S RESPONSE TO DV/SA/STALKI,57,CPD,280E,Improving Response DV/SA/Stalk,140,PROFESSIONAL AND TECHNICAL SERVICES,359000
GRANTS,0N09,ASSISTANCE TO FIREFIGHTERS,59,CFD,2812,ASSISTANCE TO FIREFIGHTERS,340,MATERIAL AND SUPPLIES,111000
GRANTS,0N10,PROJECT NEXT GENERATION,91,CPL,2849,Project Next Generation,140,PROFESSIONAL AND TECHNICAL SERVICES,40000
GRANTS,0N13,VIOLENCE PREVENTION STREET OUTREACH,41,CDPH,281X,Violence Prevent Street Outrea,140,PROFESSIONAL AND TECHNICAL SERVICES,789000
GRANTS,0N14,HELP AMERICA VOTE ACT,39,ELECTIONS,2800,Help America Vote Election Sec,140,PROFESSIONAL AND TECHNICAL SERVICES,3000000
GRANTS,0N16,PROJECT NEXT GENERATION,91,CPL,2849,Project Next Generation,140,PROFESSIONAL AND TECHNICAL SERVICES,40000
GRANTS,0N17,BUILDERS INITIATIVE,23,DCASE,2882,Builders Initiative,140,PROFESSIONAL AND TECHNICAL SERVICES,750000
GRANTS,0N25,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,135,DELEGATE AGENCIES,2662000
GRANTS,0N25,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,140,PROFESSIONAL AND TECHNICAL SERVICES,676000
GRANTS,0P20,IL DEPT OF COMMERCE,70,BACP,2815,CABLE LOCAL ORIGINATION,5,SALARIES AND WAGES - ON PAYROLL,581034
GRANTS,0P20,IL DEPT OF COMMERCE,70,BACP,2815,CABLE LOCAL ORIGINATION,15,SCHEDULE SALARY ADJUSTMENTS,14763
GRANTS,0P20,IL DEPT OF COMMERCE,70,BACP,2815,CABLE LOCAL ORIGINATION,44,FRINGE BENEFITS,272007
GRANTS,0P20,IL DEPT OF COMMERCE,70,BACP,2815,CABLE LOCAL ORIGINATION,138,IT MAINTENANCE,17259
GRANTS,0P20,IL DEPT OF COMMERCE,70,BACP,2815,CABLE LOCAL ORIGINATION,140,PROFESSIONAL AND TECHNICAL SERVICES,25978
GRANTS,0P20,IL DEPT OF COMMERCE,70,BACP,2815,CABLE LOCAL ORIGINATION,446,PURCHASE - DATA HARDWARE,140434
GRANTS,0P20,IL DEPT OF COMMERCE,70,BACP,2815,CABLE LOCAL ORIGINATION,9046,OPERATIONS AND MAINTENANCE RESERVE,5271000
GRANTS,0P20,IL DEPT OF COMMERCE,70,BACP,2815,CABLE LOCAL ORIGINATION,9470,REIMBURSEMENT - BACP,534525
GRANTS,0P72,DCASE - PRIVATE GRANTS,23,DCASE,2864,Cultural Center Foundation,140,PROFESSIONAL AND TECHNICAL SERVICES,101000
GRANTS,0P72,DCASE - PRIVATE GRANTS,23,DCASE,2878,DCASE - Private Grants,140,PROFESSIONAL AND TECHNICAL SERVICES,1500000
GRANTS,0P87,CPD - PRIVATE GRANTS,57,CPD,2854,CPD - Private Grants,140,PROFESSIONAL AND TECHNICAL SERVICES,1100000
GRANTS,0T79,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,135,DELEGATE AGENCIES,3900000
GRANTS,0T95,SENIOR COMPANION PROJECT - ACTION,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,140,PROFESSIONAL AND TECHNICAL SERVICES,153000
GRANTS,0U07,LEAD POISONING SURVEILLANCE,41,CDPH,280L,Lead Poisoning Surveillance,5,SALARIES AND WAGES - ON PAYROLL,93341
GRANTS,0U07,LEAD POISONING SURVEILLANCE,41,CDPH,280L,Lead Poisoning Surveillance,44,FRINGE BENEFITS,43637
GRANTS,0U07,LEAD POISONING SURVEILLANCE,41,CDPH,280L,Lead Poisoning Surveillance,140,PROFESSIONAL AND TECHNICAL SERVICES,397022
GRANTS,0U09,HOSPITAL PREPAREDNESS PROGRAM (HPP),41,CDPH,2883,HPP,5,SALARIES AND WAGES - ON PAYROLL,494514
GRANTS,0U09,HOSPITAL PREPAREDNESS PROGRAM (HPP),41,CDPH,2883,HPP,6,SALARY PROVISION,292382
GRANTS,0U09,HOSPITAL PREPAREDNESS PROGRAM (HPP),41,CDPH,2883,HPP,44,FRINGE BENEFITS,245114
GRANTS,0U09,HOSPITAL PREPAREDNESS PROGRAM (HPP),41,CDPH,2883,HPP,135,DELEGATE AGENCIES,6048000
GRANTS,0U09,HOSPITAL PREPAREDNESS PROGRAM (HPP),41,CDPH,2883,HPP,140,PROFESSIONAL AND TECHNICAL SERVICES,1612439
GRANTS,0U09,HOSPITAL PREPAREDNESS PROGRAM (HPP),41,CDPH,2883,HPP,801,INDIRECT COSTS,174551
GRANTS,0U10,PHEP,38,AIS,2853,PHEP,5,SALARIES AND WAGES - ON PAYROLL,349026
GRANTS,0U10,PHEP,38,AIS,2853,PHEP,44,FRINGE BENEFITS,163394
GRANTS,0U10,PHEP,38,AIS,2853,PHEP,140,PROFESSIONAL AND TECHNICAL SERVICES,485580
GRANTS,0U10,PHEP,41,CDPH,2829,Emergency Preparedness,5,SALARIES AND WAGES - ON PAYROLL,3371340
GRANTS,0U10,PHEP,41,CDPH,2829,Emergency Preparedness,6,SALARY PROVISION,237401
GRANTS,0U10,PHEP,41,CDPH,2829,Emergency Preparedness,15,SCHEDULE SALARY ADJUSTMENTS,9251
GRANTS,0U10,PHEP,41,CDPH,2829,Emergency Preparedness,44,FRINGE BENEFITS,1632261
GRANTS,0U10,PHEP,41,CDPH,2829,Emergency Preparedness,140,PROFESSIONAL AND TECHNICAL SERVICES,11410406
GRANTS,0U10,PHEP,41,CDPH,2829,Emergency Preparedness,270,LOCAL TRANSPORTATION,11394
GRANTS,0U10,PHEP,41,CDPH,2829,Emergency Preparedness,340,MATERIAL AND SUPPLIES,165455
GRANTS,0U10,PHEP,41,CDPH,2829,Emergency Preparedness,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,17485
GRANTS,0U10,PHEP,41,CDPH,2829,Emergency Preparedness,801,INDIRECT COSTS,1235007
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,5,SALARIES AND WAGES - ON PAYROLL,2504859
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,6,SALARY PROVISION,1875998
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,11,CONTRACT WAGE - SALARY,1725
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,15,SCHEDULE SALARY ADJUSTMENTS,6384
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,20,OVERTIME,20000
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,44,FRINGE BENEFITS,1196678
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,91,UNIFORM ALLOWANCE,2400
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,125,OFFICE AND BUILDING SERVICES,2500
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,130,POSTAGE,8700
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,140,PROFESSIONAL AND TECHNICAL SERVICES,2659806
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,152,ADVERTISING,13500
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,157,RENTAL EQUIPMENT AND SERVICES,18000
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,162,REPAIR/MAINT EQUIPMENT,10000
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,166,DUES  SUBSC & MEM,5350
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,168,EDUCATION DEVELOPMENT,5000
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,169,TECHNICAL MEETING COSTS,4600
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,181,MOBILE COMMUNICATION SERVICES,7900
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,190,TELEPHONE - CENTREX BILLINGS,9300
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,229,TRANSPORTATION AND EXPENSE ALLOWANCE,13803
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,340,MATERIAL AND SUPPLIES,76232
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,2100
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,345,APPARATUS AND INSTRUMENTS,6200
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,348,BOOKS AND RELATED MATERIAL,19500
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,350,STATIONERY AND OFFICE SUPPLIES,56700
GRANTS,0U23,IMMUNIZATION /VACCINES FOR CHILDREN,41,CDPH,2820,Vaccine Preventable Diseases,801,INDIRECT COSTS,1098765
GRANTS,0U26,MATERNAL AND CHILD HEALTH,41,CDPH,2910,MATERNAL AND CHILD HEALTH,140,PROFESSIONAL AND TECHNICAL SERVICES,4510000
GRANTS,0U27,MORBIDITY AND RISK BEHAVIOR SURVEILLANCE,41,CDPH,2887,MORBIDITY AND RISK BEHAVIOR,5,SALARIES AND WAGES - ON PAYROLL,106331
GRANTS,0U27,MORBIDITY AND RISK BEHAVIOR SURVEILLANCE,41,CDPH,2887,MORBIDITY AND RISK BEHAVIOR,44,FRINGE BENEFITS,49778
GRANTS,0U27,MORBIDITY AND RISK BEHAVIOR SURVEILLANCE,41,CDPH,2887,MORBIDITY AND RISK BEHAVIOR,140,PROFESSIONAL AND TECHNICAL SERVICES,1055891
GRANTS,0U36,TUBERCULOSIS CONTROL,41,CDPH,2824,TUBERCULOSIS CONTROL,5,SALARIES AND WAGES - ON PAYROLL,773886
GRANTS,0U36,TUBERCULOSIS CONTROL,41,CDPH,2824,TUBERCULOSIS CONTROL,11,CONTRACT WAGE - SALARY,1053
GRANTS,0U36,TUBERCULOSIS CONTROL,41,CDPH,2824,TUBERCULOSIS CONTROL,44,FRINGE BENEFITS,364736
GRANTS,0U36,TUBERCULOSIS CONTROL,41,CDPH,2824,TUBERCULOSIS CONTROL,140,PROFESSIONAL AND TECHNICAL SERVICES,660325
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,CDPH,280Y,HIV Surveillance and Preventn,5,SALARIES AND WAGES - ON PAYROLL,2819787
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,CDPH,280Y,HIV Surveillance and Preventn,15,SCHEDULE SALARY ADJUSTMENTS,15291
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,CDPH,280Y,HIV Surveillance and Preventn,20,OVERTIME,6858
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,CDPH,280Y,HIV Surveillance and Preventn,44,FRINGE BENEFITS,1368156
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,CDPH,280Y,HIV Surveillance and Preventn,135,DELEGATE AGENCIES,4028614
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,CDPH,280Y,HIV Surveillance and Preventn,340,MATERIAL AND SUPPLIES,523812
GRANTS,0U40,INTEGRATED HIV SURVEILLANCE AND PREV.,41,CDPH,280Y,HIV Surveillance and Preventn,801,INDIRECT COSTS,441482
GRANTS,0U44,LEAD HAZARD REDUCTION,41,CDPH,2944,LEAD HAZARD REDUCTION,5,SALARIES AND WAGES - ON PAYROLL,164345
GRANTS,0U44,LEAD HAZARD REDUCTION,41,CDPH,2944,LEAD HAZARD REDUCTION,44,FRINGE BENEFITS,76937
GRANTS,0U44,LEAD HAZARD REDUCTION,41,CDPH,2944,LEAD HAZARD REDUCTION,140,PROFESSIONAL AND TECHNICAL SERVICES,3818110
GRANTS,0U44,LEAD HAZARD REDUCTION,41,CDPH,2944,LEAD HAZARD REDUCTION,350,STATIONERY AND OFFICE SUPPLIES,22608
GRANTS,0U49,C3 CLINICAL AND TRANSLATION RESEARCH,41,CDPH,280R,C3 Clinical and Translation,5,SALARIES AND WAGES - ON PAYROLL,69863
GRANTS,0U49,C3 CLINICAL AND TRANSLATION RESEARCH,41,CDPH,280R,C3 Clinical and Translation,44,FRINGE BENEFITS,32706
GRANTS,0U49,C3 CLINICAL AND TRANSLATION RESEARCH,41,CDPH,280R,C3 Clinical and Translation,140,PROFESSIONAL AND TECHNICAL SERVICES,17431
GRANTS,0U50,AIR POLLUTION CONTROL PROGRAM,41,CDPH,2714,AIR POLLUTION CONTROL PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,559418
GRANTS,0U50,AIR POLLUTION CONTROL PROGRAM,41,CDPH,2714,AIR POLLUTION CONTROL PROGRAM,6,SALARY PROVISION,810129
GRANTS,0U50,AIR POLLUTION CONTROL PROGRAM,41,CDPH,2714,AIR POLLUTION CONTROL PROGRAM,44,FRINGE BENEFITS,270453
GRANTS,0U52,BUILDING EPIDEMIOLOGY AND HEALTH IT CAPA,41,CDPH,2710,BUILDING EPIDEMIOLOGY AND HLTH,5,SALARIES AND WAGES - ON PAYROLL,14934113
